date,tasks_created,overdue_last_3d,high_priority,avg_duration,active_today,label_zaval
2030-06-19,6,0,0,1.73,6,0
2030-06-20,5,1,1,1.88,5,1
2030-06-21,4,5,5,3.13,11,1
2030-06-22,3,3,5,4.9,11,1
2030-06-23,2,5,4,3.5,9,1
2030-06-24,2,0,0,3.51,5,0
2030-06-25,3,0,1,1.83,5,0
2030-06-26,4,3,4,4.09,8,1
2030-06-27,2,2,0,3.57,5,0
2030-06-28,3,4,4,2.2,8,1
2030-06-29,3,2,0,2.57,4,0
2030-06-30,3,2,0,3.46,2,0
2030-07-01,3,1,1,1.71,6,0
2030-07-02,3,2,1,3.16,3,0
2030-07-03,4,0,2,3.11,6,0
2030-07-04,0,2,0,3.7,5,0
2030-07-05,5,2,2,2.77,3,0
2030-07-06,4,0,1,2.28,2,0
2030-07-07,2,2,1,2.79,5,0
2030-07-08,6,0,2,4.34,2,0
2030-07-09,7,0,0,3.7,6,0
2030-07-10,5,1,0,1.9,6,0
2030-07-11,9,1,0,2.26,2,0
2030-07-12,0,0,1,4.08,5,0
2030-07-13,2,3,3,2.41,11,1
2030-07-14,4,1,1,4.59,5,0
2030-07-15,4,2,1,1.6,5,0
2030-07-16,3,3,3,2.88,9,1
2030-07-17,4,1,0,1.85,2,0
2030-07-18,5,3,4,4.65,10,1
2030-07-19,4,0,0,4.55,5,0
2030-07-20,6,5,3,4.72,10,1
2030-07-21,5,0,0,3.52,3,0
2030-07-22,6,4,3,2.57,11,1
2030-07-23,6,1,0,1.95,6,0
2030-07-24,5,2,0,3.85,5,0
2030-07-25,6,2,1,1.75,3,0
2030-07-26,4,0,0,1.66,5,0
2030-07-27,5,2,0,4.66,5,0
2030-07-28,4,0,1,4.59,5,0
2030-07-29,7,1,1,4.18,4,0
2030-07-30,4,2,0,1.98,5,0
2030-07-31,7,3,3,3.18,8,1
2030-08-01,5,5,5,1.81,11,1
2030-08-02,3,4,5,3.75,11,1
2030-08-03,6,0,0,3.23,2,0
2030-08-04,5,1,2,2.24,5,0
2030-08-05,3,2,2,4.12,2,0
2030-08-06,6,2,1,3.28,3,0
2030-08-07,4,1,0,2.92,6,0
2030-08-08,3,2,1,3.64,3,0
2030-08-09,5,2,1,4.17,6,0
2030-08-10,3,0,0,1.88,2,0
2030-08-11,2,3,5,2.4,10,1
2030-08-12,0,2,0,3.44,6,0
2030-08-13,2,1,1,2.7,5,0
2030-08-14,1,1,2,2.77,2,0
2030-08-15,6,0,2,4.42,6,0
2030-08-16,8,3,3,4.71,9,1
2030-08-17,2,1,2,4.65,5,1
2030-08-18,1,1,2,4.83,2,0
2030-08-19,4,3,4,2.35,11,1
2030-08-20,3,1,2,2.19,2,0
2030-08-21,6,0,2,1.85,6,0
2030-08-22,6,2,0,3.53,5,0
2030-08-23,6,1,1,1.7,4,0
2030-08-24,4,0,0,4.74,5,0
2030-08-25,8,0,2,4.58,5,0
2030-08-26,12,0,0,1.99,3,0
2030-08-27,4,2,1,2.91,6,0
2030-08-28,3,1,2,2.71,5,0
2030-08-29,3,3,5,1.52,8,1
2030-08-30,3,1,0,1.85,3,0
2030-08-31,7,1,2,3.22,2,0
2030-09-01,5,0,0,3.47,3,0
2030-09-02,3,0,2,2.58,3,0
2030-09-03,3,0,1,3.66,6,0
2030-09-04,3,1,2,3.07,2,0
2030-09-05,5,4,3,2.33,11,1
2030-09-06,7,2,0,1.99,6,0
2030-09-07,1,4,5,4.72,10,1
2030-09-08,7,0,2,4.53,5,0
2030-09-09,4,5,3,3.18,11,1
2030-09-10,3,5,5,2.41,8,1
2030-09-11,1,2,1,1.78,2,0
2030-09-12,3,0,0,1.54,4,0
2030-09-13,1,3,5,4.64,11,1
2030-09-14,6,1,2,3.76,6,0
2030-09-15,2,3,4,2.66,8,1
2030-09-16,3,5,3,2.02,8,1
2030-09-17,3,5,4,2.39,9,1
2030-09-18,3,4,5,1.73,10,1
2030-09-19,3,4,5,3.0,10,1
2030-09-20,5,1,0,4.72,6,0
2030-09-21,2,1,2,2.28,2,0
2030-09-22,5,5,5,2.5,11,1
2030-09-23,6,1,1,4.1,5,0
2030-09-24,6,1,2,2.54,3,0
2030-09-25,3,1,0,4.69,5,0
2030-09-26,2,2,0,4.62,5,0
2030-09-27,3,1,1,2.54,3,0
2030-09-28,5,4,5,2.84,8,1
2030-09-29,7,4,3,2.67,9,1
2030-09-30,10,2,1,2.45,2,0
2030-10-01,4,2,2,4.49,4,0
2030-10-02,3,2,0,4.11,5,0
2030-10-03,5,5,5,2.78,11,1
2030-10-04,4,0,0,2.15,3,0
2030-10-05,4,2,2,3.38,5,0
2030-10-06,4,1,2,1.99,5,0
2030-10-07,1,2,0,1.94,6,0
2030-10-08,1,2,2,2.24,5,1
2030-10-09,2,5,5,2.89,8,1
2030-10-10,4,0,2,2.13,6,0
2030-10-11,4,2,2,3.25,4,0
2030-10-12,7,3,5,2.6,10,1
2030-10-13,0,5,3,3.03,9,1
2030-10-14,1,0,2,4.39,3,0
2030-10-15,1,4,4,2.29,9,1
2030-10-16,2,1,0,4.51,2,0
2030-10-17,3,2,0,1.53,6,0
2030-10-18,5,2,2,1.82,6,1
2030-10-19,4,0,1,2.53,5,0
2030-10-20,0,1,2,4.26,2,0
2030-10-21,4,5,5,4.13,11,1
2030-10-22,1,4,4,4.12,9,1
2030-10-23,5,4,3,3.64,9,1
2030-10-24,6,1,2,4.22,5,0
2030-10-25,3,5,5,1.83,9,1
2030-10-26,6,4,4,4.2,10,1
2030-10-27,4,2,0,2.65,2,0
2030-10-28,2,1,0,3.3,2,0
2030-10-29,6,4,5,2.73,10,1
2030-10-30,1,2,0,1.82,2,0
2030-10-31,7,2,2,1.61,5,0
2030-11-01,3,0,1,3.76,2,0
2030-11-02,4,4,3,3.46,11,1
2030-11-03,5,0,1,3.71,6,0
2030-11-04,10,0,1,2.27,6,0
2030-11-05,2,1,2,3.66,5,0
2030-11-06,3,0,2,3.29,5,0
2030-11-07,3,2,0,1.9,4,0
2030-11-08,3,5,4,4.58,9,1
2030-11-09,3,1,0,2.73,5,0
2030-11-10,4,3,3,3.19,10,1
2030-11-11,4,0,1,1.68,5,0
2030-11-12,5,5,4,4.14,9,1
2030-11-13,2,2,1,4.99,6,0
2030-11-14,8,2,2,1.77,5,1
2030-11-15,3,0,0,3.1,3,0
2030-11-16,4,5,5,2.95,11,1
2030-11-17,3,5,5,4.93,10,1
2030-11-18,4,1,1,2.93,6,0
2030-11-19,4,2,1,3.97,4,0
2030-11-20,0,0,1,2.83,6,0
2030-11-21,6,0,1,3.38,3,1
2030-11-22,2,0,0,2.71,2,0
2030-11-23,5,0,2,3.81,5,0
2030-11-24,4,5,4,4.4,9,1
2030-11-25,2,0,1,2.91,5,0
2030-11-26,6,5,5,4.88,10,1
2030-11-27,3,4,5,2.53,10,1
2030-11-28,2,0,0,1.79,6,0
2030-11-29,5,1,2,3.53,3,0
2030-11-30,4,1,2,3.02,6,1
2030-12-01,3,1,0,4.96,3,0
2030-12-02,3,2,1,2.46,4,1
2030-12-03,4,1,0,3.34,5,0
2030-12-04,4,0,2,3.2,6,0
2030-12-05,1,4,3,4.95,9,1
2030-12-06,5,3,4,4.32,8,1
2030-12-07,5,2,0,2.32,2,0
2030-12-08,1,2,2,2.52,6,0
2030-12-09,4,2,2,2.05,4,1
2030-12-10,2,4,3,2.21,9,1
2030-12-11,9,3,5,3.41,8,1
2030-12-12,3,1,2,1.99,6,0
2030-12-13,4,2,0,2.59,4,0
2030-12-14,2,2,0,4.11,4,0
2030-12-15,6,0,0,2.68,5,0
2030-12-16,3,4,5,4.45,11,1
2030-12-17,5,0,2,3.58,3,0
2030-12-18,3,5,3,2.46,9,1
2030-12-19,3,1,1,4.97,2,0
2030-12-20,3,3,3,3.96,11,1
2030-12-21,6,4,3,3.91,10,1
2030-12-22,3,0,1,2.77,4,0
2030-12-23,4,2,0,2.04,4,0
2030-12-24,7,2,1,3.22,6,0
2030-12-25,3,2,2,4.43,4,0
2030-12-26,3,3,5,2.95,10,1
2030-12-27,4,4,5,1.59,10,1
2030-12-28,4,0,2,1.58,3,0
2030-12-29,3,5,4,3.99,11,1
2030-12-30,1,4,4,5.0,9,1
2030-12-31,4,3,5,4.09,9,1
2031-01-01,5,2,2,3.03,2,0
2031-01-02,4,1,1,4.59,6,1
2031-01-03,3,5,4,3.6,10,1
2031-01-04,1,2,2,3.26,3,0
2031-01-05,2,1,1,3.77,5,0
2031-01-06,10,0,0,1.91,3,0
2031-01-07,5,0,2,4.62,4,0
2031-01-08,3,2,2,4.41,2,0
2031-01-09,9,3,4,2.26,11,1
2031-01-10,1,5,4,2.32,8,1
2031-01-11,4,0,2,4.81,5,0
2031-01-12,4,0,0,4.16,5,0
2031-01-13,2,1,1,2.61,4,0
2031-01-14,4,0,2,3.98,5,1
2031-01-15,4,3,5,4.95,9,1
2031-01-16,5,2,2,2.17,5,0
2031-01-17,3,5,5,3.54,10,1
2031-01-18,5,0,0,3.37,4,0
2031-01-19,2,2,0,1.91,3,0
2031-01-20,3,2,0,2.52,3,0
2031-01-21,5,3,3,4.52,8,1
2031-01-22,4,0,2,3.59,3,0
2031-01-23,4,1,2,4.5,5,0
2031-01-24,6,2,2,2.97,6,0
2031-01-25,4,2,2,4.49,3,1
2031-01-26,9,0,1,2.85,2,0
2031-01-27,5,1,1,4.65,2,0
2031-01-28,6,3,4,2.69,9,1
2031-01-29,4,2,0,1.76,2,0
2031-01-30,3,4,4,3.61,10,1
2031-01-31,3,1,0,3.08,6,0
2031-02-01,2,2,2,2.81,3,0
2031-02-02,6,1,0,2.55,3,0
2031-02-03,4,0,2,4.06,3,0
2031-02-04,4,4,5,4.83,11,1
2031-02-05,6,1,1,3.25,5,0
2031-02-06,7,4,4,3.3,9,1
2031-02-07,3,4,5,3.5,8,1
2031-02-08,1,0,1,2.44,4,0
2031-02-09,8,0,0,3.4,5,0
2031-02-10,3,0,1,2.4,3,0
2031-02-11,1,0,0,3.03,2,0
2031-02-12,4,2,2,2.84,3,0
2031-02-13,2,4,3,3.58,11,1
2031-02-14,6,1,2,4.91,6,1
2031-02-15,2,2,1,3.8,6,0
2031-02-16,4,1,0,4.99,3,0
2031-02-17,3,1,2,2.74,2,0
2031-02-18,2,3,4,4.12,10,1
2031-02-19,1,0,2,4.22,2,0
2031-02-20,5,5,5,2.15,11,1
2031-02-21,2,0,1,3.39,3,0
2031-02-22,3,2,0,1.7,4,0
2031-02-23,7,0,2,2.28,6,0
2031-02-24,3,1,0,4.2,2,0
2031-02-25,4,0,2,3.71,4,0
2031-02-26,4,2,2,4.67,6,0
2031-02-27,4,0,0,2.47,6,0
2031-02-28,9,0,0,4.9,2,0
2031-03-01,1,0,2,1.92,3,0
2031-03-02,6,0,2,2.1,4,0
2031-03-03,6,2,0,3.68,2,0
2031-03-04,3,5,4,2.43,8,1
2031-03-05,8,0,2,2.6,2,0
2031-03-06,4,2,0,4.27,5,1
2031-03-07,6,1,0,3.31,6,1
2031-03-08,1,2,2,3.66,6,0
2031-03-09,3,4,5,4.95,8,1
2031-03-10,2,0,2,4.04,3,0
2031-03-11,7,2,2,2.15,3,0
2031-03-12,3,0,2,3.52,6,0
2031-03-13,3,0,0,4.97,5,0
2031-03-14,2,1,2,4.45,6,0
2031-03-15,4,2,2,3.41,6,0
2031-03-16,3,5,5,3.56,9,1
2031-03-17,4,3,4,1.97,9,1
2031-03-18,4,1,0,2.22,6,1
2031-03-19,4,1,1,1.55,6,0
2031-03-20,8,3,5,2.23,9,1
2031-03-21,5,2,1,3.69,6,0
2031-03-22,4,0,2,4.89,3,0
2031-03-23,6,2,0,3.16,2,0
2031-03-24,3,3,5,1.55,8,1
2031-03-25,5,1,0,4.59,4,1
2031-03-26,5,0,2,2.35,4,0
2031-03-27,2,5,3,1.97,8,1
2031-03-28,4,3,4,4.97,9,1
2031-03-29,7,1,2,2.63,2,0
2031-03-30,1,2,0,3.7,5,0
2031-03-31,1,1,0,4.94,4,0
2031-04-01,8,2,0,1.8,4,0
2031-04-02,4,4,3,4.81,8,1
2031-04-03,4,1,1,4.57,3,1
2031-04-04,4,1,1,1.73,5,0
2031-04-05,4,0,0,4.17,5,1
2031-04-06,6,2,1,4.66,2,1
2031-04-07,4,0,2,2.19,6,0
2031-04-08,6,1,0,3.56,6,0
2031-04-09,5,2,0,4.97,3,0
2031-04-10,7,0,1,3.38,4,0
2031-04-11,5,2,2,1.8,3,0
2031-04-12,5,1,0,4.6,6,0
2031-04-13,2,1,1,3.03,6,0
2031-04-14,4,2,0,3.83,2,0
2031-04-15,4,3,4,4.09,11,1
2031-04-16,2,0,2,3.82,3,0
2031-04-17,2,5,3,5.0,10,1
2031-04-18,3,0,2,3.3,6,0
2031-04-19,3,1,2,4.88,6,0
2031-04-20,5,1,2,1.64,6,0
2031-04-21,8,4,5,3.37,8,1
2031-04-22,1,0,0,4.1,2,0
2031-04-23,5,0,1,2.1,5,0
2031-04-24,3,1,0,2.51,5,0
2031-04-25,7,5,3,1.99,9,1
2031-04-26,2,2,2,3.13,3,0
2031-04-27,1,3,5,2.93,8,1
2031-04-28,4,0,2,3.5,3,0
2031-04-29,3,3,3,3.77,11,1
2031-04-30,3,2,2,2.57,5,0
2031-05-01,5,2,0,2.07,2,0
2031-05-02,3,3,3,4.13,11,1
2031-05-03,5,1,0,4.91,4,0
2031-05-04,2,1,1,3.42,4,0
2031-05-05,0,5,3,1.54,9,1
2031-05-06,4,2,0,4.85,6,0
2031-05-07,7,0,2,4.3,4,0
2031-05-08,3,4,3,4.32,11,1
2031-05-09,3,1,1,2.76,3,0
2031-05-10,5,2,2,3.82,6,0
2031-05-11,3,1,0,2.66,2,0
2031-05-12,5,0,1,3.48,5,0
2031-05-13,4,4,4,3.09,10,1
2031-05-14,4,1,1,1.77,3,0
2031-05-15,6,0,0,3.51,5,1
2031-05-16,4,2,1,3.71,6,1
2031-05-17,3,2,1,4.9,6,0
2031-05-18,4,0,1,2.76,6,1
2031-05-19,4,0,0,4.22,6,0
2031-05-20,11,3,5,3.52,10,1
2031-05-21,5,0,0,1.86,4,0
2031-05-22,2,0,1,4.73,4,0
2031-05-23,2,1,0,2.78,6,0
2031-05-24,5,0,0,3.51,4,0
2031-05-25,5,0,1,3.84,2,0
2031-05-26,5,1,0,1.96,2,0
2031-05-27,4,4,4,4.41,8,1
2031-05-28,2,3,3,1.93,9,1
2031-05-29,2,0,0,3.41,6,0
2031-05-30,2,0,2,4.72,3,0
2031-05-31,5,1,0,4.68,4,0
2031-06-01,6,1,1,4.65,2,1
2031-06-02,4,0,1,2.69,5,0
2031-06-03,1,4,3,1.69,9,1
2031-06-04,8,2,0,4.55,5,0
2031-06-05,5,1,2,4.55,5,0
2031-06-06,6,2,1,2.68,3,0
2031-06-07,4,0,1,1.56,6,0
2031-06-08,4,3,4,1.52,9,1
2031-06-09,3,1,2,1.53,6,0
2031-06-10,4,1,1,4.82,2,0
2031-06-11,3,4,3,4.89,11,1
2031-06-12,7,2,1,3.98,6,0
2031-06-13,3,0,2,3.97,2,0
2031-06-14,3,0,0,4.06,2,0
2031-06-15,3,0,2,1.97,3,0
2031-06-16,8,4,3,1.66,11,1
2031-06-17,5,2,2,4.19,4,0
2031-06-18,3,0,0,4.89,5,0
2031-06-19,3,0,2,3.04,5,0
2031-06-20,6,0,0,3.7,5,0
2031-06-21,3,4,5,3.34,8,1
2031-06-22,6,2,1,1.54,2,0
2031-06-23,9,1,0,3.84,2,0
2031-06-24,1,3,5,4.74,10,1
2031-06-25,7,0,2,4.35,4,0
2031-06-26,2,2,2,1.84,3,0
2031-06-27,5,1,0,2.96,6,0
2031-06-28,7,1,1,4.4,3,0
2031-06-29,2,3,3,3.35,10,1
2031-06-30,4,5,3,3.78,11,1
2031-07-01,3,1,0,2.78,6,0
2031-07-02,2,3,4,3.89,11,1
2031-07-03,2,2,2,3.24,5,0
2031-07-04,3,3,3,3.31,10,1
2031-07-05,1,2,0,1.86,6,1
2031-07-06,4,0,2,2.35,3,0
2031-07-07,2,2,0,3.29,6,0
2031-07-08,5,2,0,2.13,6,0
2031-07-09,0,3,5,3.91,11,1
2031-07-10,4,2,0,2.26,2,0
2031-07-11,3,0,1,2.96,3,0
2031-07-12,2,0,1,3.42,3,0
2031-07-13,10,1,2,2.2,6,0
2031-07-14,4,2,2,3.54,5,0
2031-07-15,4,2,2,3.14,5,0
2031-07-16,10,1,0,2.81,2,0
2031-07-17,5,1,0,1.84,4,0
2031-07-18,9,0,0,1.75,2,0
2031-07-19,5,1,0,4.16,2,0
2031-07-20,4,2,1,3.13,3,0
2031-07-21,5,3,4,4.51,9,1
2031-07-22,2,3,5,4.51,9,1
2031-07-23,2,1,2,2.07,5,0
2031-07-24,7,2,0,4.5,6,0
2031-07-25,2,4,3,2.81,11,1
2031-07-26,7,3,3,1.97,8,1
2031-07-27,1,0,1,3.46,2,0
2031-07-28,3,5,5,2.73,11,1
2031-07-29,4,2,1,2.06,3,0
2031-07-30,2,2,2,3.66,2,0
2031-07-31,7,0,0,3.21,5,0
2031-08-01,5,5,5,2.19,8,1
2031-08-02,5,1,1,4.46,3,0
2031-08-03,3,2,0,2.86,3,0
2031-08-04,3,3,5,1.79,10,1
2031-08-05,2,4,4,4.84,9,1
2031-08-06,5,2,0,2.19,5,0
2031-08-07,5,0,0,2.96,2,0
2031-08-08,2,4,3,4.29,10,1
2031-08-09,4,3,4,3.54,9,1
2031-08-10,3,2,0,1.88,2,1
2031-08-11,4,0,2,3.95,2,0
2031-08-12,9,0,2,3.46,3,0
2031-08-13,6,1,1,3.24,6,0
2031-08-14,5,5,5,2.79,11,1
2031-08-15,4,4,5,3.7,10,1
2031-08-16,0,3,3,2.95,10,1
2031-08-17,2,1,0,4.01,4,0
2031-08-18,1,3,3,4.65,10,1
2031-08-19,5,2,0,1.64,6,0
2031-08-20,2,0,1,1.99,3,0
2031-08-21,3,3,3,1.74,8,1
2031-08-22,8,0,2,4.59,3,0
2031-08-23,4,3,3,4.56,9,1
2031-08-24,7,2,2,4.29,2,0
2031-08-25,2,2,1,4.92,4,0
2031-08-26,2,3,5,4.08,10,1
2031-08-27,4,1,0,4.98,2,0
2031-08-28,3,0,2,1.68,4,0
2031-08-29,3,1,2,2.64,4,0
2031-08-30,6,0,1,3.49,5,0
2031-08-31,5,1,2,2.46,4,0
2031-09-01,2,0,0,4.19,4,0
2031-09-02,9,2,2,3.15,6,0
2031-09-03,7,1,2,3.95,2,0
2031-09-04,3,3,3,2.37,10,1
2031-09-05,4,0,2,2.78,2,0
2031-09-06,4,2,1,2.46,3,0
2031-09-07,4,1,0,3.36,5,0
2031-09-08,1,2,0,4.55,4,0
2031-09-09,5,0,2,4.98,2,0
2031-09-10,1,0,1,3.71,4,0
2031-09-11,4,0,1,1.59,5,1
2031-09-12,4,2,2,3.31,6,0
2031-09-13,5,0,0,4.99,2,0
2031-09-14,3,5,3,3.11,9,1
2031-09-15,3,0,2,1.79,2,0
2031-09-16,5,1,1,3.92,6,0
2031-09-17,4,4,4,4.5,10,1
2031-09-18,3,0,2,2.6,5,0
2031-09-19,9,2,2,2.39,6,0
2031-09-20,2,5,4,4.95,8,1
2031-09-21,5,2,1,4.9,6,0
2031-09-22,5,4,3,2.85,9,1
2031-09-23,8,0,2,3.45,2,0
2031-09-24,3,1,2,3.53,2,0
2031-09-25,5,1,2,4.29,5,1
2031-09-26,3,1,0,2.54,5,1
2031-09-27,3,0,1,3.12,2,0
2031-09-28,6,1,0,2.96,6,0
2031-09-29,8,4,3,3.72,10,1
2031-09-30,3,0,1,1.54,2,0
2031-10-01,7,1,0,1.86,4,0
2031-10-02,4,4,4,2.21,11,1
2031-10-03,1,1,2,4.27,4,0
2031-10-04,5,4,3,4.29,11,1
2031-10-05,4,2,2,3.28,4,0
2031-10-06,4,3,3,3.44,11,1
2031-10-07,2,0,0,3.13,6,0
2031-10-08,6,3,5,2.95,11,1
2031-10-09,2,0,1,3.31,3,0
2031-10-10,2,5,5,1.88,9,1
2031-10-11,4,2,2,4.05,4,0
2031-10-12,4,3,3,4.54,11,1
2031-10-13,4,1,2,4.6,4,0
2031-10-14,5,2,2,4.33,3,0
2031-10-15,5,0,1,4.91,6,0
2031-10-16,2,1,1,1.9,5,0
2031-10-17,3,0,0,4.57,2,0
2031-10-18,3,2,2,3.55,3,0
2031-10-19,3,1,0,4.86,4,0
2031-10-20,2,5,5,2.56,11,1
2031-10-21,2,1,0,4.35,4,0
2031-10-22,2,4,3,4.74,11,1
2031-10-23,5,3,3,2.84,8,1
2031-10-24,2,1,2,4.79,4,1
2031-10-25,3,0,0,2.97,6,0
2031-10-26,7,1,0,2.38,5,0
2031-10-27,2,2,2,2.83,4,0
2031-10-28,2,2,0,2.01,6,0
2031-10-29,4,3,3,2.54,11,1
2031-10-30,6,2,2,3.55,5,0
2031-10-31,6,4,5,3.36,10,1
2031-11-01,3,1,2,3.95,4,0
2031-11-02,0,1,1,3.84,5,0
2031-11-03,3,2,2,4.25,2,0
2031-11-04,1,3,5,3.02,9,1
2031-11-05,4,0,1,1.84,3,0
2031-11-06,2,3,5,3.92,11,1
2031-11-07,5,0,0,1.54,5,0
2031-11-08,1,5,3,3.79,11,1
2031-11-09,4,2,1,2.88,5,0
2031-11-10,2,2,1,2.88,6,0
2031-11-11,6,4,4,4.79,8,1
2031-11-12,7,0,2,4.09,3,0
2031-11-13,6,2,2,4.93,4,0
2031-11-14,3,0,2,2.45,4,0
2031-11-15,2,1,1,2.78,2,1
2031-11-16,5,4,5,2.4,10,1
2031-11-17,4,0,1,4.73,3,0
2031-11-18,5,3,3,4.14,11,1
2031-11-19,9,3,4,3.19,11,1
2031-11-20,2,0,0,3.26,3,0
2031-11-21,3,0,1,3.12,6,0
2031-11-22,7,2,2,4.96,2,0
2031-11-23,4,4,5,3.53,8,1
2031-11-24,7,4,5,1.51,8,1
2031-11-25,6,4,4,3.17,11,1
2031-11-26,4,0,2,3.45,5,1
2031-11-27,3,3,3,4.11,10,1
2031-11-28,3,2,2,4.36,5,0
2031-11-29,2,1,0,4.65,3,0
2031-11-30,3,2,0,3.46,5,0
2031-12-01,0,4,4,1.51,11,1
2031-12-02,5,0,0,2.87,4,0
2031-12-03,3,5,3,1.78,10,1
2031-12-04,5,1,2,4.45,4,0
2031-12-05,6,0,1,2.95,5,0
2031-12-06,6,4,4,3.76,8,1
2031-12-07,1,3,4,4.38,11,1
2031-12-08,3,2,0,2.98,2,0
2031-12-09,7,2,2,2.64,2,0
2031-12-10,1,1,0,4.21,4,0
2031-12-11,4,2,1,4.82,6,1
2031-12-12,6,0,1,2.21,4,0
2031-12-13,6,3,3,4.53,8,1
2031-12-14,9,1,0,3.99,5,0
2031-12-15,5,0,2,3.35,5,0
2031-12-16,3,1,0,2.79,3,0
2031-12-17,7,5,3,1.84,8,1
2031-12-18,1,0,1,4.89,3,0
2031-12-19,1,0,2,3.74,5,0
2031-12-20,8,0,2,2.08,5,0
2031-12-21,2,2,0,2.8,2,0
2031-12-22,5,2,2,3.11,3,0
2031-12-23,5,1,1,3.66,2,1
2031-12-24,3,0,2,2.56,2,0
2031-12-25,3,2,0,4.81,6,1
2031-12-26,3,0,2,3.76,6,0
2031-12-27,6,5,4,1.75,8,1
2031-12-28,3,2,2,3.69,5,0
2031-12-29,4,0,1,3.09,3,1
2031-12-30,7,0,1,2.94,5,1
2031-12-31,2,2,0,4.14,2,0
2032-01-01,1,0,2,3.79,6,0
2032-01-02,4,0,2,3.7,3,0
2032-01-03,3,0,0,3.16,6,1
2032-01-04,3,2,0,3.29,6,0
2032-01-05,6,4,5,2.26,8,1
2032-01-06,4,2,0,2.61,4,0
2032-01-07,4,5,5,2.77,8,1
2032-01-08,9,2,2,2.56,5,0
2032-01-09,6,5,3,1.78,11,1
2032-01-10,4,0,2,4.31,5,0
2032-01-11,2,1,1,4.1,3,1
2032-01-12,4,3,3,3.9,9,1
2032-01-13,7,4,4,2.58,10,1
2032-01-14,5,3,4,2.85,8,1
2032-01-15,3,1,1,3.34,2,0
2032-01-16,4,1,2,4.32,5,0
2032-01-17,3,2,0,4.16,6,0
2032-01-18,4,2,2,3.91,3,0
2032-01-19,5,1,1,4.41,5,0
2032-01-20,3,0,2,3.52,3,0
2032-01-21,4,2,2,2.98,2,1
2032-01-22,7,3,5,3.89,8,1
2032-01-23,3,0,0,4.35,6,0
2032-01-24,7,1,2,1.71,2,0
2032-01-25,5,5,4,2.4,9,1
2032-01-26,1,5,3,3.27,11,1
2032-01-27,4,3,3,1.85,11,1
2032-01-28,2,1,1,2.58,6,0
2032-01-29,3,1,0,1.63,5,0
2032-01-30,0,2,2,2.7,2,0
2032-01-31,8,1,1,2.99,2,0
2032-02-01,5,1,0,3.05,3,0
2032-02-02,4,3,3,2.42,11,1
2032-02-03,2,1,2,4.87,5,0
2032-02-04,4,1,1,4.91,2,0
2032-02-05,2,2,2,4.36,6,1
2032-02-06,2,0,2,2.3,5,0
2032-02-07,3,1,0,4.87,4,0
2032-02-08,1,3,3,2.07,11,1
2032-02-09,4,2,1,1.8,2,0
2032-02-10,5,1,1,2.53,6,0
2032-02-11,2,2,2,2.94,2,0
2032-02-12,5,1,2,3.71,5,1
2032-02-13,6,3,4,3.09,9,1
2032-02-14,3,2,1,4.19,6,0
2032-02-15,3,1,2,3.63,2,0
2032-02-16,2,1,2,4.64,3,0
2032-02-17,5,2,1,4.24,2,0
2032-02-18,4,2,0,3.36,4,1
2032-02-19,7,2,2,2.07,4,0
2032-02-20,2,1,2,2.08,3,0
2032-02-21,5,0,2,4.59,4,0
2032-02-22,7,5,3,2.3,8,1
2032-02-23,4,5,4,2.82,10,1
2032-02-24,5,0,2,4.87,5,0
2032-02-25,7,2,1,3.46,4,1
2032-02-26,5,2,0,4.5,3,0
2032-02-27,6,0,2,2.04,4,0
2032-02-28,6,2,0,2.32,6,0
2032-02-29,8,1,1,4.83,2,0
2032-03-01,1,2,2,4.07,2,0
2032-03-02,2,0,2,2.07,6,0
2032-03-03,2,2,0,4.65,4,0
2032-03-04,2,1,0,2.93,3,0
2032-03-05,8,1,2,3.36,6,0
2032-03-06,4,3,4,2.84,9,1
2032-03-07,6,0,2,1.51,3,1
2032-03-08,2,2,1,4.22,5,0
2032-03-09,7,0,1,4.82,5,0
2032-03-10,3,2,1,3.39,5,0
2032-03-11,4,1,0,3.56,6,0
2032-03-12,2,5,3,4.0,10,1
2032-03-13,3,1,0,4.25,6,0
2032-03-14,8,5,3,1.52,8,1
2032-03-15,3,4,5,4.37,10,1
2032-03-16,5,1,2,4.28,4,0
2032-03-17,1,2,2,2.62,4,0
2032-03-18,4,1,2,3.07,2,0
2032-03-19,5,0,2,3.76,3,0
2032-03-20,2,1,0,2.54,3,0
2032-03-21,6,0,0,4.65,4,0
2032-03-22,4,1,0,4.07,3,0
2032-03-23,5,0,1,2.77,6,0
2032-03-24,6,0,1,3.72,2,0
2032-03-25,6,1,0,2.0,4,0
2032-03-26,6,2,1,3.7,5,1
2032-03-27,3,0,1,2.02,6,0
2032-03-28,1,2,1,2.37,3,0
2032-03-29,9,2,1,2.44,2,0
2032-03-30,5,2,2,2.58,2,0
2032-03-31,3,2,2,2.45,6,0
2032-04-01,4,1,1,1.72,6,0
2032-04-02,4,2,0,4.63,3,0
2032-04-03,4,1,2,3.31,5,0
2032-04-04,1,0,1,3.01,6,0
2032-04-05,4,3,4,2.68,11,1
2032-04-06,3,2,1,3.19,2,0
2032-04-07,3,1,2,1.69,6,0
2032-04-08,1,0,1,2.46,2,0
2032-04-09,2,0,0,2.12,4,0
2032-04-10,7,1,1,4.19,3,0
2032-04-11,7,1,1,2.21,2,0
2032-04-12,6,2,1,2.49,2,0
